incident_id,category,sub_category,priority,created_at,resolved_at,assigned_group,description,user_department
INC-000273,Almacenamiento,Rendimiento,P3,2026-02-05 12:22:34,2026-02-06 21:01:17,Infraestructura N3,Almacenamiento: Rendimiento. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Infraestructura N3.,Finanzas
INC-000274,Seguridad,Antivirus,P3,2025-09-24 10:47:34,2025-09-27 05:23:49,Sistemas N2,Seguridad: Antivirus. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Sistemas N2.,Marketing
INC-000275,Hardware,Disco,P4,2025-10-05 11:10:34,2025-10-10 20:53:13,Aplicaciones N2,Hardware: Disco. Prioridad P4. Usuario de Finanzas reporta problema. Atendido por Aplicaciones N2.,Finanzas
INC-000276,Correo,Adjuntos,P3,2026-01-03 08:25:34,2026-01-04 22:56:31,Service Desk N1,Correo: Adjuntos. Prioridad P3. Usuario de TI reporta problema. Atendido por Service Desk N1.,TI
INC-000277,Almacenamiento,Rendimiento,P3,2025-11-02 05:47:34,2025-11-04 16:27:54,Soporte en Sitio N1,Almacenamiento: Rendimiento. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Soporte en Sitio N1.,Finanzas
INC-000278,Almacenamiento,NFS,P3,2025-09-16 04:43:34,2025-09-17 12:25:45,Seguridad N2,Almacenamiento: NFS. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Seguridad N2.,Finanzas
INC-000279,Aplicaciones,Actualización,P3,2025-09-16 12:51:34,2025-09-17 21:53:22,Infraestructura N3,Aplicaciones: Actualización. Prioridad P3. Usuario de TI reporta problema. Atendido por Infraestructura N3.,TI
INC-000280,Virtualización,Migración,P3,2025-12-21 12:05:34,2025-12-23 09:13:22,Redes N2,Virtualización: Migración. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Redes N2.,Atención a Clientes
INC-000281,Aplicaciones,Errores 500,P2,2025-09-25 05:01:34,2025-09-25 15:23:10,Sistemas N2,Aplicaciones: Errores 500. Prioridad P2. Usuario de Operaciones reporta problema. Atendido por Sistemas N2.,Operaciones
INC-000282,Correo,Retraso,P3,2025-10-18 02:42:34,2025-10-19 23:23:30,Sistemas N2,Correo: Retraso. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Sistemas N2.,Finanzas
INC-000283,Virtualización,Host saturado,P4,2026-01-19 07:07:34,2026-01-23 06:26:01,Redes N2,Virtualización: Host saturado. Prioridad P4. Usuario de Marketing reporta problema. Atendido por Redes N2.,Marketing
INC-000284,Virtualización,Migración,P4,2026-01-30 08:48:34,2026-02-01 19:50:38,Redes N2,Virtualización: Migración. Prioridad P4. Usuario de Operaciones reporta problema. Atendido por Redes N2.,Operaciones
INC-000285,Seguridad,Antivirus,P3,2025-08-26 09:51:34,2025-08-28 15:59:00,Service Desk N1,Seguridad: Antivirus. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Service Desk N1.,Finanzas
INC-000286,Base de datos,Bloqueos,P3,2025-12-20 09:36:34,2025-12-22 15:56:56,Seguridad N2,Base de datos: Bloqueos. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Seguridad N2.,Ventas
INC-000287,Base de datos,Tiempos de consulta,P2,2026-02-06 05:21:34,2026-02-06 17:57:38,Infraestructura N3,Base de datos: Tiempos de consulta. Prioridad P2. Usuario de Recursos Humanos reporta problema. Atendido por Infraestructura N3.,Recursos Humanos
INC-000288,Almacenamiento,Espacio lleno,P4,2025-12-05 05:32:34,2025-12-07 22:03:55,Service Desk N1,Almacenamiento: Espacio lleno. Prioridad P4. Usuario de Operaciones reporta problema. Atendido por Service Desk N1.,Operaciones
INC-000289,Almacenamiento,Rendimiento,P3,2025-11-03 12:47:34,2025-11-05 05:54:07,Base de Datos N2,Almacenamiento: Rendimiento. Prioridad P3. Usuario de Operaciones reporta problema. Atendido por Base de Datos N2.,Operaciones
INC-000290,Seguridad,Políticas,P2,2025-11-17 07:37:34,2025-11-18 04:23:59,Seguridad N2,Seguridad: Políticas. Prioridad P2. Usuario de Operaciones reporta problema. Atendido por Seguridad N2.,Operaciones
INC-000291,Aplicaciones,Tiempo de respuesta,P2,2025-09-15 03:30:34,2025-09-15 04:21:13,Aplicaciones N2,Aplicaciones: Tiempo de respuesta. Prioridad P2. Usuario de Logística reporta problema. Atendido por Aplicaciones N2.,Logística
INC-000292,Correo,Spam,P4,2025-10-28 05:57:34,2025-10-30 07:08:29,Soporte en Sitio N1,Correo: Spam. Prioridad P4. Usuario de Ventas reporta problema. Atendido por Soporte en Sitio N1.,Ventas
INC-000293,Impresoras,Sin tinta,P3,2026-01-09 10:22:34,2026-01-10 20:32:06,Redes N2,Impresoras: Sin tinta. Prioridad P3. Usuario de TI reporta problema. Atendido por Redes N2.,TI
INC-000294,Correo,Spam,P3,2025-12-20 03:33:34,2025-12-22 04:03:15,Infraestructura N3,Correo: Spam. Prioridad P3. Usuario de Logística reporta problema. Atendido por Infraestructura N3.,Logística
INC-000295,Red,Caída de red,P1,2025-10-15 02:39:34,2025-10-15 04:40:10,Seguridad N2,Red: Caída de red. Prioridad P1. Usuario de Logística reporta problema. Atendido por Seguridad N2.,Logística
INC-000296,Seguridad,Antivirus,P4,2025-12-19 08:58:34,2025-12-23 08:06:48,Service Desk N1,Seguridad: Antivirus. Prioridad P4. Usuario de Marketing reporta problema. Atendido por Service Desk N1.,Marketing
INC-000297,Almacenamiento,RAID,P3,2025-12-03 01:58:34,2025-12-04 23:50:10,Service Desk N1,Almacenamiento: RAID. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Service Desk N1.,Finanzas
INC-000298,Base de datos,Tiempos de consulta,P1,2025-08-26 05:05:34,2025-08-26 07:35:01,Seguridad N2,Base de datos: Tiempos de consulta. Prioridad P1. Usuario de TI reporta problema. Atendido por Seguridad N2.,TI
INC-000299,Virtualización,Migración,P3,2025-09-02 05:34:34,2025-09-04 08:16:12,Base de Datos N2,Virtualización: Migración. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Base de Datos N2.,Marketing
INC-000300,Almacenamiento,RAID,P2,2025-09-08 05:25:34,2025-09-08 20:53:25,Soporte en Sitio N1,Almacenamiento: RAID. Prioridad P2. Usuario de Operaciones reporta problema. Atendido por Soporte en Sitio N1.,Operaciones
INC-000301,Seguridad,Políticas,P1,2026-01-16 07:27:34,2026-01-16 11:12:02,Redes N2,Seguridad: Políticas. Prioridad P1. Usuario de Recursos Humanos reporta problema. Atendido por Redes N2.,Recursos Humanos
INC-000302,Virtualización,VM caída,P1,2025-09-19 10:23:34,2025-09-19 13:01:46,Service Desk N1,Virtualización: VM caída. Prioridad P1. Usuario de Ventas reporta problema. Atendido por Service Desk N1.,Ventas
INC-000303,Almacenamiento,NFS,P3,2025-11-06 08:22:34,2025-11-07 19:27:56,Redes N2,Almacenamiento: NFS. Prioridad P3. Usuario de Operaciones reporta problema. Atendido por Redes N2.,Operaciones
INC-000304,Hardware,Memoria,P2,2025-12-22 12:34:34,2025-12-23 09:39:33,Sistemas N2,Hardware: Memoria. Prioridad P2. Usuario de TI reporta problema. Atendido por Sistemas N2.,TI
INC-000305,Virtualización,Snapshots,P3,2025-08-19 04:23:34,2025-08-21 13:58:44,Sistemas N2,Virtualización: Snapshots. Prioridad P3. Usuario de Logística reporta problema. Atendido por Sistemas N2.,Logística
INC-000306,Aplicaciones,Actualización,P3,2026-01-14 06:18:34,2026-01-16 08:56:34,Sistemas N2,Aplicaciones: Actualización. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Sistemas N2.,Ventas
INC-000307,Correo,Sin acceso,P3,2025-12-27 09:48:34,2025-12-28 16:44:55,Infraestructura N3,Correo: Sin acceso. Prioridad P3. Usuario de Operaciones reporta problema. Atendido por Infraestructura N3.,Operaciones
INC-000308,Impresoras,Sin tinta,P3,2026-01-08 10:09:34,2026-01-10 20:47:39,Aplicaciones N2,Impresoras: Sin tinta. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Aplicaciones N2.,Ventas
INC-000309,Correo,Sin acceso,P3,2025-11-30 01:28:34,2025-12-01 08:47:54,Infraestructura N3,Correo: Sin acceso. Prioridad P3. Usuario de TI reporta problema. Atendido por Infraestructura N3.,TI
INC-000310,Correo,Adjuntos,P3,2025-09-19 07:15:34,2025-09-20 01:02:13,Infraestructura N3,Correo: Adjuntos. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Infraestructura N3.,Ventas
INC-000311,Virtualización,Host saturado,P4,2025-11-03 01:31:34,2025-11-06 03:11:49,Infraestructura N3,Virtualización: Host saturado. Prioridad P4. Usuario de Atención a Clientes reporta problema. Atendido por Infraestructura N3.,Atención a Clientes
INC-000312,Virtualización,Host saturado,P3,2026-01-18 06:14:34,2026-01-19 13:07:44,Base de Datos N2,Virtualización: Host saturado. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Base de Datos N2.,Marketing
INC-000313,Correo,Retraso,P3,2025-10-30 11:20:34,2025-10-31 09:00:22,Sistemas N2,Correo: Retraso. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Sistemas N2.,Recursos Humanos
INC-000314,Correo,Adjuntos,P3,2025-11-12 08:01:34,2025-11-14 00:46:30,Base de Datos N2,Correo: Adjuntos. Prioridad P3. Usuario de Logística reporta problema. Atendido por Base de Datos N2.,Logística
INC-000315,Base de datos,Tiempos de consulta,P3,2025-11-24 12:24:34,2025-11-26 00:20:13,Soporte en Sitio N1,Base de datos: Tiempos de consulta. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Soporte en Sitio N1.,Atención a Clientes
INC-000316,Hardware,Disco,P3,2025-09-04 05:01:34,2025-09-05 12:32:01,Service Desk N1,Hardware: Disco. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Service Desk N1.,Marketing
INC-000317,Almacenamiento,RAID,P2,2025-10-05 12:36:34,2025-10-06 04:33:14,Infraestructura N3,Almacenamiento: RAID. Prioridad P2. Usuario de Recursos Humanos reporta problema. Atendido por Infraestructura N3.,Recursos Humanos
INC-000318,Base de datos,Tiempos de consulta,P1,2026-01-19 10:39:34,2026-01-19 13:03:08,Redes N2,Base de datos: Tiempos de consulta. Prioridad P1. Usuario de Finanzas reporta problema. Atendido por Redes N2.,Finanzas
INC-000319,Correo,Spam,P3,2026-01-25 02:05:34,2026-01-26 00:34:30,Service Desk N1,Correo: Spam. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Service Desk N1.,Recursos Humanos
INC-000320,Aplicaciones,Actualización,P1,2025-09-09 09:51:34,2025-09-09 11:23:55,Base de Datos N2,Aplicaciones: Actualización. Prioridad P1. Usuario de Logística reporta problema. Atendido por Base de Datos N2.,Logística
INC-000321,Hardware,Laptop,P3,2026-01-29 06:32:34,2026-01-31 21:56:15,Redes N2,Hardware: Laptop. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Redes N2.,Atención a Clientes
INC-000322,Correo,Retraso,P3,2026-01-27 00:00:34,2026-01-28 06:40:46,Base de Datos N2,Correo: Retraso. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Base de Datos N2.,Marketing
INC-000323,Aplicaciones,Errores 500,P4,2025-11-29 12:13:34,2025-12-03 14:49:20,Service Desk N1,Aplicaciones: Errores 500. Prioridad P4. Usuario de Operaciones reporta problema. Atendido por Service Desk N1.,Operaciones
INC-000324,Red,WiFi,P3,2025-10-27 23:02:34,2025-10-29 00:07:35,Infraestructura N3,Red: WiFi. Prioridad P3. Usuario de Operaciones reporta problema. Atendido por Infraestructura N3.,Operaciones
INC-000325,Base de datos,Conexión,P4,2025-12-09 09:36:34,2025-12-13 00:11:21,Base de Datos N2,Base de datos: Conexión. Prioridad P4. Usuario de Marketing reporta problema. Atendido por Base de Datos N2.,Marketing
INC-000326,Virtualización,Snapshots,P2,2025-10-23 02:53:34,2025-10-23 11:55:00,Redes N2,Virtualización: Snapshots. Prioridad P2. Usuario de Logística reporta problema. Atendido por Redes N2.,Logística
INC-000327,Aplicaciones,Tiempo de respuesta,P3,2026-01-27 03:47:34,2026-01-28 15:20:38,Redes N2,Aplicaciones: Tiempo de respuesta. Prioridad P3. Usuario de Logística reporta problema. Atendido por Redes N2.,Logística
INC-000328,Hardware,Laptop,P4,2026-01-07 09:50:34,2026-01-10 21:22:55,Base de Datos N2,Hardware: Laptop. Prioridad P4. Usuario de Marketing reporta problema. Atendido por Base de Datos N2.,Marketing
INC-000329,Correo,Spam,P2,2025-12-24 04:07:34,2025-12-24 14:07:38,Seguridad N2,Correo: Spam. Prioridad P2. Usuario de Atención a Clientes reporta problema. Atendido por Seguridad N2.,Atención a Clientes
INC-000330,Impresoras,Atasco,P4,2025-12-15 05:01:34,2025-12-16 23:24:47,Redes N2,Impresoras: Atasco. Prioridad P4. Usuario de Operaciones reporta problema. Atendido por Redes N2.,Operaciones
INC-000331,Correo,Sin acceso,P3,2025-10-14 06:50:34,2025-10-16 04:57:35,Sistemas N2,Correo: Sin acceso. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Sistemas N2.,Atención a Clientes
INC-000332,Base de datos,Tiempos de consulta,P3,2025-10-20 09:25:34,2025-10-21 23:12:39,Sistemas N2,Base de datos: Tiempos de consulta. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Sistemas N2.,Ventas
INC-000333,Correo,Sin acceso,P3,2025-11-01 01:27:34,2025-11-02 18:10:06,Soporte en Sitio N1,Correo: Sin acceso. Prioridad P3. Usuario de Logística reporta problema. Atendido por Soporte en Sitio N1.,Logística
INC-000334,Virtualización,Host saturado,P3,2025-11-17 08:16:34,2025-11-19 00:38:48,Soporte en Sitio N1,Virtualización: Host saturado. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Soporte en Sitio N1.,Marketing
INC-000335,Correo,Spam,P3,2025-12-09 10:40:34,2025-12-10 15:45:20,Infraestructura N3,Correo: Spam. Prioridad P3. Usuario de Operaciones reporta problema. Atendido por Infraestructura N3.,Operaciones
INC-000336,Seguridad,Accesos,P4,2025-10-17 09:50:34,2025-10-22 21:14:26,Infraestructura N3,Seguridad: Accesos. Prioridad P4. Usuario de Recursos Humanos reporta problema. Atendido por Infraestructura N3.,Recursos Humanos
INC-000337,Aplicaciones,Actualización,P2,2026-01-06 00:05:34,2026-01-06 12:57:50,Base de Datos N2,Aplicaciones: Actualización. Prioridad P2. Usuario de Finanzas reporta problema. Atendido por Base de Datos N2.,Finanzas
INC-000338,Virtualización,Migración,P4,2025-11-06 12:35:34,2025-11-08 07:18:35,Redes N2,Virtualización: Migración. Prioridad P4. Usuario de Operaciones reporta problema. Atendido por Redes N2.,Operaciones
INC-000339,Almacenamiento,Espacio lleno,P3,2025-09-07 07:30:34,2025-09-09 11:01:37,Aplicaciones N2,Almacenamiento: Espacio lleno. Prioridad P3. Usuario de Logística reporta problema. Atendido por Aplicaciones N2.,Logística
INC-000340,Red,WiFi,P4,2025-12-09 08:05:34,2025-12-12 03:19:16,Redes N2,Red: WiFi. Prioridad P4. Usuario de Atención a Clientes reporta problema. Atendido por Redes N2.,Atención a Clientes
INC-000341,Virtualización,Snapshots,P3,2025-11-24 03:54:34,2025-11-25 22:41:17,Sistemas N2,Virtualización: Snapshots. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Sistemas N2.,Ventas
INC-000342,Red,Lentitud,P4,2025-12-01 04:46:34,2025-12-04 10:15:25,Soporte en Sitio N1,Red: Lentitud. Prioridad P4. Usuario de Ventas reporta problema. Atendido por Soporte en Sitio N1.,Ventas
INC-000343,Aplicaciones,Login,P3,2025-08-23 03:28:34,2025-08-25 01:08:28,Soporte en Sitio N1,Aplicaciones: Login. Prioridad P3. Usuario de Logística reporta problema. Atendido por Soporte en Sitio N1.,Logística
INC-000344,Hardware,Desktop,P4,2025-11-20 06:57:34,2025-11-24 15:47:38,Seguridad N2,Hardware: Desktop. Prioridad P4. Usuario de TI reporta problema. Atendido por Seguridad N2.,TI
INC-000345,Impresoras,Controlador,P3,2026-01-29 12:24:34,2026-01-31 12:50:47,Soporte en Sitio N1,Impresoras: Controlador. Prioridad P3. Usuario de Operaciones reporta problema. Atendido por Soporte en Sitio N1.,Operaciones
INC-000346,Aplicaciones,Errores 500,P3,2025-10-11 12:02:34,2025-10-12 13:44:03,Seguridad N2,Aplicaciones: Errores 500. Prioridad P3. Usuario de Operaciones reporta problema. Atendido por Seguridad N2.,Operaciones
INC-000347,Red,VPN,P3,2025-12-29 05:54:34,2025-12-30 11:37:26,Infraestructura N3,Red: VPN. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Infraestructura N3.,Atención a Clientes
INC-000348,Correo,Spam,P3,2025-09-23 03:14:34,2025-09-24 06:09:50,Infraestructura N3,Correo: Spam. Prioridad P3. Usuario de TI reporta problema. Atendido por Infraestructura N3.,TI
INC-000349,Aplicaciones,Login,P2,2025-10-15 02:06:34,2025-10-15 13:01:01,Seguridad N2,Aplicaciones: Login. Prioridad P2. Usuario de Ventas reporta problema. Atendido por Seguridad N2.,Ventas
INC-000350,Aplicaciones,Login,P4,2025-10-16 10:04:34,2025-10-19 00:46:41,Infraestructura N3,Aplicaciones: Login. Prioridad P4. Usuario de Ventas reporta problema. Atendido por Infraestructura N3.,Ventas
INC-000351,Impresoras,Controlador,P3,2025-08-29 01:34:34,2025-08-29 21:17:04,Aplicaciones N2,Impresoras: Controlador. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Aplicaciones N2.,Recursos Humanos
INC-000352,Base de datos,Bloqueos,P4,2025-10-14 03:58:34,2025-10-20 02:52:02,Base de Datos N2,Base de datos: Bloqueos. Prioridad P4. Usuario de TI reporta problema. Atendido por Base de Datos N2.,TI
INC-000353,Hardware,Desktop,P2,2025-10-23 23:37:34,2025-10-24 18:15:13,Seguridad N2,Hardware: Desktop. Prioridad P2. Usuario de Marketing reporta problema. Atendido por Seguridad N2.,Marketing
INC-000354,Hardware,Memoria,P3,2025-11-11 09:44:34,2025-11-12 19:17:49,Infraestructura N3,Hardware: Memoria. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Infraestructura N3.,Ventas
INC-000355,Impresoras,Conectividad,P3,2025-09-22 03:26:34,2025-09-23 14:03:53,Seguridad N2,Impresoras: Conectividad. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Seguridad N2.,Atención a Clientes
INC-000356,Hardware,Memoria,P2,2025-10-30 12:47:34,2025-10-31 06:32:44,Aplicaciones N2,Hardware: Memoria. Prioridad P2. Usuario de Recursos Humanos reporta problema. Atendido por Aplicaciones N2.,Recursos Humanos
INC-000357,Hardware,Memoria,P3,2025-11-29 07:35:34,2025-12-01 14:48:09,Service Desk N1,Hardware: Memoria. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Service Desk N1.,Atención a Clientes
INC-000358,Hardware,Memoria,P4,2025-10-06 04:43:34,2025-10-10 00:19:45,Aplicaciones N2,Hardware: Memoria. Prioridad P4. Usuario de Marketing reporta problema. Atendido por Aplicaciones N2.,Marketing
INC-000359,Aplicaciones,Actualización,P3,2025-12-30 10:55:34,2026-01-01 04:31:53,Base de Datos N2,Aplicaciones: Actualización. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Base de Datos N2.,Finanzas
INC-000360,Correo,Sin acceso,P3,2026-02-03 08:40:34,2026-02-04 18:13:11,Sistemas N2,Correo: Sin acceso. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Sistemas N2.,Atención a Clientes
INC-000361,Red,Caída de red,P3,2025-12-15 02:57:34,2025-12-16 05:21:28,Aplicaciones N2,Red: Caída de red. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Aplicaciones N2.,Recursos Humanos
INC-000362,Seguridad,Políticas,P3,2025-10-02 10:09:34,2025-10-03 19:10:26,Service Desk N1,Seguridad: Políticas. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Service Desk N1.,Recursos Humanos
INC-000363,Almacenamiento,Rendimiento,P3,2025-10-15 07:22:34,2025-10-16 21:04:30,Aplicaciones N2,Almacenamiento: Rendimiento. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Aplicaciones N2.,Atención a Clientes
INC-000364,Base de datos,Backup,P4,2025-11-01 03:25:34,2025-11-03 10:15:51,Infraestructura N3,Base de datos: Backup. Prioridad P4. Usuario de TI reporta problema. Atendido por Infraestructura N3.,TI
INC-000365,Virtualización,Snapshots,P2,2025-12-13 11:55:34,2025-12-14 07:47:11,Infraestructura N3,Virtualización: Snapshots. Prioridad P2. Usuario de Finanzas reporta problema. Atendido por Infraestructura N3.,Finanzas
INC-000366,Seguridad,Phishing,P2,2025-11-27 23:38:34,2025-11-28 14:16:37,Base de Datos N2,Seguridad: Phishing. Prioridad P2. Usuario de TI reporta problema. Atendido por Base de Datos N2.,TI
INC-000367,Correo,Spam,P2,2026-01-03 08:39:34,2026-01-03 19:27:06,Service Desk N1,Correo: Spam. Prioridad P2. Usuario de Marketing reporta problema. Atendido por Service Desk N1.,Marketing
INC-000368,Impresoras,Conectividad,P3,2025-11-07 02:26:34,2025-11-09 02:08:51,Redes N2,Impresoras: Conectividad. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Redes N2.,Recursos Humanos
INC-000369,Correo,Adjuntos,P4,2025-12-18 10:43:34,2025-12-20 14:44:43,Base de Datos N2,Correo: Adjuntos. Prioridad P4. Usuario de Marketing reporta problema. Atendido por Base de Datos N2.,Marketing
INC-000370,Almacenamiento,NFS,P4,2025-09-27 01:48:34,2025-09-30 06:33:55,Redes N2,Almacenamiento: NFS. Prioridad P4. Usuario de TI reporta problema. Atendido por Redes N2.,TI
INC-000371,Virtualización,Snapshots,P1,2025-12-26 23:55:34,2025-12-27 07:55:18,Redes N2,Virtualización: Snapshots. Prioridad P1. Usuario de Ventas reporta problema. Atendido por Redes N2.,Ventas
INC-000372,Aplicaciones,Login,P4,2025-09-19 12:42:34,2025-09-22 11:13:30,Service Desk N1,Aplicaciones: Login. Prioridad P4. Usuario de Atención a Clientes reporta problema. Atendido por Service Desk N1.,Atención a Clientes
INC-000373,Correo,Sin acceso,P3,2025-10-09 07:31:34,2025-10-10 12:34:51,Redes N2,Correo: Sin acceso. Prioridad P3. Usuario de Ventas reporta problema. Atendido por Redes N2.,Ventas
INC-000374,Seguridad,Antivirus,P3,2025-08-18 23:36:34,2025-08-21 04:00:23,Infraestructura N3,Seguridad: Antivirus. Prioridad P3. Usuario de Logística reporta problema. Atendido por Infraestructura N3.,Logística
INC-000375,Virtualización,Snapshots,P2,2025-12-28 10:19:34,2025-12-28 19:48:11,Service Desk N1,Virtualización: Snapshots. Prioridad P2. Usuario de Ventas reporta problema. Atendido por Service Desk N1.,Ventas
INC-000376,Virtualización,Host saturado,P3,2025-09-29 01:00:34,2025-09-30 02:55:41,Service Desk N1,Virtualización: Host saturado. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Service Desk N1.,Atención a Clientes
INC-000377,Aplicaciones,Errores 500,P4,2026-01-20 07:18:34,2026-01-23 17:31:47,Aplicaciones N2,Aplicaciones: Errores 500. Prioridad P4. Usuario de Recursos Humanos reporta problema. Atendido por Aplicaciones N2.,Recursos Humanos
INC-000378,Seguridad,Políticas,P4,2025-11-18 05:31:34,2025-11-24 19:00:02,Seguridad N2,Seguridad: Políticas. Prioridad P4. Usuario de Finanzas reporta problema. Atendido por Seguridad N2.,Finanzas
INC-000379,Correo,Spam,P2,2026-01-29 12:43:34,2026-01-29 20:10:30,Sistemas N2,Correo: Spam. Prioridad P2. Usuario de Finanzas reporta problema. Atendido por Sistemas N2.,Finanzas
INC-000380,Red,Caída de red,P2,2025-11-19 07:32:34,2025-11-19 13:45:47,Seguridad N2,Red: Caída de red. Prioridad P2. Usuario de Atención a Clientes reporta problema. Atendido por Seguridad N2.,Atención a Clientes
INC-000381,Red,Caída de red,P4,2025-12-20 12:29:34,2025-12-21 18:46:54,Redes N2,Red: Caída de red. Prioridad P4. Usuario de Finanzas reporta problema. Atendido por Redes N2.,Finanzas
INC-000382,Seguridad,Antivirus,P3,2025-10-08 12:46:34,2025-10-10 16:25:11,Service Desk N1,Seguridad: Antivirus. Prioridad P3. Usuario de Recursos Humanos reporta problema. Atendido por Service Desk N1.,Recursos Humanos
INC-000383,Almacenamiento,RAID,P3,2026-02-06 03:59:34,2026-02-08 16:22:00,Service Desk N1,Almacenamiento: RAID. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Service Desk N1.,Finanzas
INC-000384,Virtualización,VM caída,P3,2025-08-19 02:39:34,2025-08-20 19:27:38,Redes N2,Virtualización: VM caída. Prioridad P3. Usuario de TI reporta problema. Atendido por Redes N2.,TI
INC-000385,Hardware,Memoria,P3,2025-09-25 08:17:34,2025-09-27 01:36:26,Soporte en Sitio N1,Hardware: Memoria. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Soporte en Sitio N1.,Marketing
INC-000386,Impresoras,Conectividad,P3,2026-02-07 10:07:34,2026-02-08 18:14:26,Seguridad N2,Impresoras: Conectividad. Prioridad P3. Usuario de Operaciones reporta problema. Atendido por Seguridad N2.,Operaciones
INC-000387,Virtualización,Host saturado,P4,2025-12-04 02:55:34,2025-12-07 13:38:09,Service Desk N1,Virtualización: Host saturado. Prioridad P4. Usuario de Finanzas reporta problema. Atendido por Service Desk N1.,Finanzas
INC-000388,Aplicaciones,Tiempo de respuesta,P3,2025-08-22 09:19:34,2025-08-24 07:01:03,Seguridad N2,Aplicaciones: Tiempo de respuesta. Prioridad P3. Usuario de TI reporta problema. Atendido por Seguridad N2.,TI
INC-000389,Almacenamiento,NFS,P3,2026-01-03 05:29:34,2026-01-04 06:48:19,Aplicaciones N2,Almacenamiento: NFS. Prioridad P3. Usuario de TI reporta problema. Atendido por Aplicaciones N2.,TI
INC-000390,Hardware,Memoria,P3,2025-10-17 10:06:34,2025-10-19 09:11:38,Soporte en Sitio N1,Hardware: Memoria. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Soporte en Sitio N1.,Marketing
INC-000391,Aplicaciones,Tiempo de respuesta,P3,2026-01-24 01:49:34,2026-01-26 00:26:27,Redes N2,Aplicaciones: Tiempo de respuesta. Prioridad P3. Usuario de Atención a Clientes reporta problema. Atendido por Redes N2.,Atención a Clientes
INC-000392,Impresoras,Conectividad,P3,2025-09-06 23:21:34,2025-09-08 15:33:13,Base de Datos N2,Impresoras: Conectividad. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Base de Datos N2.,Finanzas
INC-000393,Almacenamiento,RAID,P3,2025-09-17 00:13:34,2025-09-18 22:05:27,Sistemas N2,Almacenamiento: RAID. Prioridad P3. Usuario de Finanzas reporta problema. Atendido por Sistemas N2.,Finanzas
INC-000394,Impresoras,Controlador,P4,2025-08-21 00:24:34,2025-08-25 00:57:33,Seguridad N2,Impresoras: Controlador. Prioridad P4. Usuario de Finanzas reporta problema. Atendido por Seguridad N2.,Finanzas
INC-000395,Virtualización,VM caída,P2,2025-08-18 03:28:34,2025-08-18 22:41:15,Base de Datos N2,Virtualización: VM caída. Prioridad P2. Usuario de Atención a Clientes reporta problema. Atendido por Base de Datos N2.,Atención a Clientes
INC-000396,Impresoras,Atasco,P2,2026-02-06 05:12:34,2026-02-06 11:19:40,Aplicaciones N2,Impresoras: Atasco. Prioridad P2. Usuario de Operaciones reporta problema. Atendido por Aplicaciones N2.,Operaciones
INC-000397,Hardware,Disco,P3,2025-12-19 01:06:34,2025-12-20 09:17:20,Sistemas N2,Hardware: Disco. Prioridad P3. Usuario de Marketing reporta problema. Atendido por Sistemas N2.,Marketing
